model,file,system,user,assistant,tool,total
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bb75ae56-af09-4807-8a7c-899213e3f45e.json,1,1,18,19,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bba20ad1-2c2c-40d2-a864-ed77ae9daa70.json,1,1,78,81,161
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bbb3bdbb-18d0-40f9-9603-a2556b5a5043.json,1,1,38,37,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bd1b385c-7249-4c08-8067-bc1d47038c96.json,1,1,28,27,57
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bda8f0d0-7e0a-4163-9f1d-10147ee5fa96.json,1,1,18,17,37
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\be549e97-72b7-41b7-ab5d-a6c98fc36712.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bf6aa82a-8f5a-41b9-9c53-7f97d8ad0707.json,1,1,23,22,47
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\bfe0ba61-f376-4b68-a794-5fa8e6e0bd9c.json,1,1,32,31,65
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c0ed352c-57e8-43a3-8d15-3e8a0c3d21b7.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c1a6c837-9de9-4000-972f-54e3551cdffc.json,1,1,50,55,107
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c1c42d00-3ced-4a5f-b85a-762ea55017dc.json,1,1,24,23,49
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c2218d0d-e461-460d-8e3d-bb1d9f1d02c8.json,1,1,45,47,94
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c222735e-4c05-40e1-a96d-59f0cf970e74.json,1,1,34,41,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c379ec9d-7c28-49ae-a3c7-2ec18824ed96.json,1,1,52,51,105
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c44c5fd0-f04a-442d-8637-3bc2588fce64.json,1,1,12,16,30
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c464c142-f1a3-446a-a33b-275b92b7e41c.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c4a7dc4d-48e6-4730-acfc-f345be9188a2.json,1,1,16,21,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c5ecb4a7-c85c-4ab5-8b46-1280d72c94d7.json,1,1,45,44,91
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c6093c52-4797-4517-bd74-a1c9073111ed.json,1,1,60,59,121
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c6960567-0689-4194-ab75-8689924e49ef.json,1,1,44,43,89
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c69e2ed0-784e-4044-a16e-1abc7d37811b.json,1,1,47,46,95
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c6a98156-97e7-441d-a811-60427c7055b7.json,1,1,39,41,82
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c74f41a3-a160-4081-8b2a-78b0d6e6ad03.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c8a0968a-fec4-4039-ae0a-dce0c845ebf0.json,1,1,23,22,47
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c910048f-1b96-472a-9643-7455f247c43d.json,1,1,52,51,105
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c9245371-c5f5-4326-951a-b5ea8cbaf1e6.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c98fbe6e-f47a-4080-8919-cd7a936c71f7.json,1,1,28,37,67
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\c9fd6768-9df5-4d0c-9ca6-6de2bf93c2c6.json,1,1,14,16,32
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ca1805e2-3bb2-484b-af2d-954eee0f9412.json,1,1,31,30,63
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ca31564e-2fca-479a-9b42-2cac232c7ed4.json,1,1,60,59,121
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ca5abb53-d732-44d5-9161-e4ffec930ba6.json,1,1,48,47,97
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ca5e742f-031d-4a60-b778-357efb427cad.json,1,2,94,93,190
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ca72432c-4f42-4cfe-883f-11ea239e6c3f.json,1,1,31,38,71
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cab0eae7-9e0f-45db-85ef-3eabb79a9438.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cae3d1ec-1430-447a-bcc5-d2e889e59a20.json,1,1,14,13,29
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cb3224b7-6855-4ab9-8c99-5564c1003827.json,1,1,40,39,81
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cbc1fd8a-4ed7-4ddd-987d-6c3c58dfb646.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cbe59873-cebd-4fb5-b08a-0c644143238a.json,1,2,42,41,86
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cce52e4c-8a6b-42c7-a8a1-fa2c0de21b81.json,1,1,32,31,65
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cd21d57c-21e1-476d-a2c2-2e11632fa292.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cd37cd1b-d2f8-4aca-b33c-16768b2ad18b.json,1,1,13,12,27
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cd3df6be-08c7-4057-9a16-d8c314d5854d.json,1,1,44,43,89
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ce2c429a-f198-465e-9b7c-30924e493216.json,1,1,36,35,73
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ced034a7-be0d-424c-b1b2-56a34f586ae7.json,1,1,38,44,84
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cf3df6fb-73d8-44da-9682-fc82b32a004e.json,1,1,27,26,55
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cf6298af-391f-40a6-be7f-41e52beb4a7f.json,1,1,11,22,35
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cf63f3d6-e5a0-476c-aa4c-24dd6372cc7f.json,1,1,31,31,64
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cf869a81-50c5-4964-84c1-fac24c360eee.json,1,1,52,51,105
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\cf9bcb29-39d8-4a2b-b5b8-8732ccac7845.json,1,1,62,61,125
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d0318bfe-4441-4769-93cb-73fcab921436.json,1,1,15,16,33
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d0eadbc3-c6a8-4859-bb4b-b9fbc2f24921.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d15db04e-155a-4e09-86c0-d4f6c4e60ceb.json,1,1,42,58,102
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d1d90dd7-da17-4202-8c08-4aa8083e1cd7.json,1,1,32,31,65
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d26019ee-47bf-42de-993b-f33532e2c452.json,1,1,15,14,31
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d2bc9456-1082-4cf6-ab34-c3283402bb5f.json,1,1,53,52,107
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d3a136c6-73c6-498f-b227-9c5a143f77c5.json,1,1,27,26,55
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d43f7486-6cfa-418d-917f-fa1c4d98ee5d.json,1,1,31,30,63
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d4d0d869-5e2a-48fe-a1f7-11ff7893ebcc.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d4e5ec30-0e19-459c-b9ba-7115c43a596f.json,1,1,24,23,49
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d4fc618e-fa93-410a-9918-5c3580f4f002.json,1,1,56,55,113
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d50dddb7-2c5e-4596-aa1d-6639ce243347.json,1,1,14,13,29
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d79cf8c3-b55a-43cb-b3c6-a0262ede88bb.json,1,1,19,27,48
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d803f6e8-6811-4cd8-b563-927df16d30b4.json,1,1,35,34,71
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d8ced25a-d97a-46ed-9ae7-965ee849629b.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\d9790315-c5bf-46f5-80ff-d1ba13020f9a.json,1,1,34,33,69
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\da04ebe2-fc4d-462d-998f-6f278202246f.json,1,1,17,16,35
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\da25e0d2-12e9-4ff9-95b6-eccd23a83137.json,1,1,82,81,165
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\dbf96e0b-bf5f-49aa-8ea3-5d3d264dbe74.json,1,1,35,34,71
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\dc3201d3-4c5e-4b49-9a61-5122a0f2c5f0.json,1,1,33,37,72
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\dc661ab0-a7c4-4610-8f40-0522b6c4629b.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ddcddfb7-abea-467c-8e14-641e27e55421.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\de085d2e-aadb-432d-aad1-8d12491fb430.json,1,1,30,29,61
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\de180ccb-c11a-41cd-a72a-76b28fdb39da.json,1,1,49,48,99
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\de2e20ce-440d-45ea-a37b-d90f299da9b5.json,1,1,14,13,29
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\de308c9f-d7fc-4972-837d-ffb1225bdbfc.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\df55ee8c-540d-44d8-b3ec-3b2c3527c6cf.json,1,1,32,31,65
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\df73c144-ee91-45c8-b2d7-b2b71b79078a.json,1,1,55,54,111
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\dfeb15c4-c9b0-4ad5-99e8-7eb832d6b868.json,1,1,60,59,121
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\dffae747-606b-4ab6-ac24-7b66119e2ee4.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e0540687-f8a8-4343-9544-414cf077325b.json,1,1,16,17,35
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e098676d-fa41-4fcf-8f77-811274ac7833.json,1,1,27,31,60
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e0bea66c-45ff-47fa-8e36-34e381770339.json,1,1,14,15,31
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e0de3109-6082-4af5-b225-50ac50ca2851.json,1,1,37,36,75
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e1669014-de23-46a8-a37f-38a115fbd816.json,1,1,45,44,91
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e23d25a5-bfa8-46e6-939c-104142ca12b4.json,1,1,125,124,251
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e28033c3-84ba-4482-9720-c6fc28ead2e4.json,1,1,48,59,109
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e28a6fa6-7797-4e6c-9963-e0edacbaec62.json,1,1,24,23,49
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e2c100a5-fb65-43e2-8e0d-92944f3c809c.json,1,1,23,22,47
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e2d86707-e3ea-4778-91ba-d2ae182db1c0.json,1,1,68,67,137
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e3895287-34a1-4099-8dcb-776fe04a9607.json,1,1,68,67,137
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e3910539-e442-4414-a24d-95d1a5347510.json,1,1,21,20,43
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e3c9c344-59dd-40c1-ba6e-507cf7c3dc8b.json,1,1,38,37,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e4b34afa-d53f-418c-b5db-9f24b935180f.json,1,1,35,34,71
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e4e15adb-b872-4599-a580-e122c89742da.json,1,1,26,38,66
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e528828c-c075-4ddf-8263-3125330d7f81.json,1,1,20,30,52
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e5975e39-2203-4336-8c9b-a7eef8676e18.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e6e38c91-103c-4ec0-95a7-16241f09a87d.json,1,1,34,33,69
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e71f9869-163f-4af2-a666-b2c273418aed.json,1,1,38,37,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e798f62f-5831-4bad-bb7b-76ec204bc700.json,1,1,30,29,61
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e7a0b920-2192-45f1-9547-54dd18ae37ee.json,1,1,24,23,49
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e7b3ce42-292b-4594-9cbb-b2821e3dcdec.json,1,1,40,39,81
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e8de67d8-b91f-4ec0-a6d2-da434a02d983.json,1,1,31,30,63
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e958299e-7c3e-443f-88a9-3b7003002fb5.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\e9d7f9e5-04de-436a-8097-685580f6ecbd.json,1,1,10,9,21
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ea19d59f-097d-441e-b673-3983e942c91a.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ea4ffbb2-abb5-4bde-866b-e13279540b78.json,1,1,27,29,58
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\eb5d8203-f6e7-43f4-853a-d964b41c02aa.json,1,1,17,19,38
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\eb669ad9-f1b7-49ef-b259-4aad3808c482.json,1,1,25,41,68
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ec6d768f-2a17-4ffc-bf6b-dab1072e8888.json,1,1,39,38,79
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ecdf4e1e-dd06-4326-96c3-4995bb63410d.json,1,1,53,52,107
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ece3f872-9356-4393-96ef-6674f52b5ad2.json,1,1,19,35,56
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ee6acec2-d046-4d56-b8f4-f451e89f254e.json,1,1,25,29,56
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ee9d6766-6905-41ca-b96e-12b3dd0278eb.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\eecbe872-ae37-4f54-8fb7-f61f440e0294.json,1,1,53,52,107
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\eefbc6d7-fc37-493b-815f-c3777909e779.json,1,1,38,37,77
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ef2aeaa1-7790-42ee-aee1-ed74afa0e0d2.json,1,1,73,72,147
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\efa17ff3-23c0-4191-a254-3c867f98766a.json,1,1,73,72,147
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\efa45fd0-803a-4e81-a38f-9811f54f49be.json,1,1,34,38,74
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f10020a6-718c-412f-94a3-1ae6b3f3c69e.json,1,1,73,72,147
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f1d37f38-3356-4dc0-bf45-6bbc216a56f5.json,1,1,26,25,53
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f306fc24-1cff-4f38-93a3-3e6e059f510f.json,1,1,30,29,61
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f30c9bae-240e-4c8a-9085-fc184468c34c.json,1,1,66,65,133
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f3dc27b1-84bd-412b-9576-d95d9b364d88.json,1,1,35,47,84
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f4f40a3c-36bc-431c-8209-809c32da9330.json,1,1,70,69,141
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f6618dd0-3f67-4181-a151-34d513920e22.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f6aa8e2c-4416-4252-8ac6-a3e1d5b4982e.json,1,1,47,46,95
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f7a40c07-95c7-4e59-8f4a-42235f9f2f84.json,1,1,49,48,99
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f7cbced9-108e-4d6f-9394-1c62cfcae2ab.json,1,1,19,18,39
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f8485224-beb2-4295-98ed-c3ebddc2521a.json,1,1,45,44,91
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f8d6ed3c-39d0-40b6-988e-c8b117a76ee2.json,1,1,33,32,67
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f8dc79be-1bb7-4f68-8a3b-9a8e5153a254.json,1,1,31,33,66
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f9007f65-3688-4d44-8b18-d919e7a21d38.json,1,1,70,69,141
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f9188384-89ef-41fb-8626-2d602f081882.json,1,1,29,28,59
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\f965a3c0-fe8b-40a7-9b1d-6492a0ebadaa.json,1,1,44,43,89
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fa58b5b4-410d-4a86-89b1-56b67bb903ac.json,1,1,34,33,69
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\faaddfd5-8276-4d66-8774-9e2f9602c918.json,1,1,34,33,69
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fb8f978e-d9d3-47e2-a7ab-37575b9804e3.json,1,1,30,29,61
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fc28908d-0de4-447b-be18-2fd788161900.json,1,1,20,23,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fccdfc91-0ee7-4174-a530-a55249ec3b31.json,1,1,24,23,49
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fcef814a-3d26-426f-910e-5be2e9983883.json,1,1,50,49,101
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fcf30840-8104-4e0a-9ad1-d720c86f1aaf.json,1,1,52,51,105
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fd7a30b2-2a44-4388-935f-2c6184b7105c.json,1,1,57,56,115
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fdad7a22-cb56-4b6e-9151-ce8a4e3c5911.json,1,1,33,32,67
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fdd83067-3c40-4bd0-b0dd-2045ef40b5e5.json,1,1,36,35,73
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\fe01ad64-b0dd-4262-a52c-5cd4ef454a2a.json,1,1,22,21,45
gpt-5-2-codex,experiments_for_task2\gpt-5-2-codex\ff10c2ae-5475-4871-98f9-61db7569a0f7.json,1,1,47,46,95
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\00f0603f-62da-4486-b39c-dcf10add0f6c.json,1,1,60,59,121
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\01a53a79-7da0-4a40-9295-a46efa982212.json,1,1,71,70,143
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0378a3d0-9f5f-4f22-9be8-fe87685e01b4.json,1,1,33,32,67
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\039152ce-a3d0-4fd7-bd64-7850b2df41f8.json,1,1,62,61,125
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\04c44ba5-1bd5-453c-9fb8-054ff50e470a.json,1,1,91,90,183
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0555f0f0-261c-43a6-8ded-9e157391a538.json,1,1,250,250,502
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0580547f-2d47-4fc1-81f7-782366474732.json,1,1,91,90,183
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\05a40bd3-f4cc-4ea3-ac57-6e0da4542801.json,1,1,45,44,91
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\06228830-df3c-425d-bf57-1f1a768137c6.json,1,1,47,46,95
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\062c2563-a76f-438d-84d5-4f8a41bea307.json,1,1,40,39,81
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\073619ae-617e-4a7c-b09f-ef762c1c6cfd.json,1,1,111,110,223
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\07478a49-a653-49d0-94ff-d2936fc73b07.json,1,1,36,35,73
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\07bd36bc-0252-4ad1-b8ae-2f6f75685a40.json,1,1,37,36,75
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0970ff99-e9f0-44a1-bd45-fdbbd39a488c.json,1,1,34,33,69
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0a35dc4d-90cf-4f31-af60-a0e0f83c9dc2.json,1,1,35,34,71
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0a5991d3-6b75-4464-84fa-fe3756bca2cd.json,1,1,94,93,189
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0a91c7d3-b63e-46ae-93b4-5dfccd79542d.json,1,1,38,37,77
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0c066631-77ee-4ddc-b4a0-12d6cb3470a3.json,1,1,86,85,173
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0cd156e7-da55-4374-aa36-2192a6598a18.json,1,1,44,43,89
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0cf4d9da-a074-47e9-b389-73d34e8aa049.json,1,1,112,111,225
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0d163864-9756-414e-9dfc-dd4ec7281708.json,1,1,25,24,51
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0d96f450-d62a-469c-ae42-4f056681b39e.json,1,1,55,54,111
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0e547836-2a10-4719-83d0-1b439bc91161.json,1,1,58,57,117
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0e73e17f-eb41-4232-99c6-dd8aebd6ff8d.json,1,1,74,73,149
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0eadd093-83dc-4c7d-b18e-ba7d59936aad.json,1,1,84,83,169
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0eb66ef5-6094-4d5e-88ad-b336931307bf.json,1,2,32,31,66
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0f65cb35-3be9-4869-8f2d-2ef139012bd2.json,1,1,75,74,151
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0f740e6a-065f-4617-b4d8-78affa84c4ac.json,1,1,38,37,77
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\0f8b91e9-4376-4bf6-81ad-6d160e9e9986.json,1,1,132,131,265
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\101ec3d0-f22a-4701-b710-65f3a9f032ef.json,1,1,22,21,45
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1155101f-8940-450f-890f-152e82792b50.json,1,1,80,79,161
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1191459f-d752-4605-85b5-d034b3ee0267.json,1,1,30,29,61
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\124e5e3c-4c79-49b4-add4-d4da11e3635a.json,1,1,34,33,69
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\12815ec3-9f5e-4de2-b98c-b4dd528e5994.json,1,1,25,24,51
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\12fe2018-0dba-49d3-9f04-c834e4f2d132.json,1,1,33,32,67
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\130dd06b-2568-4acf-9031-0faf42f46202.json,1,1,78,77,157
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1410bae4-1c2a-4793-af70-efb30d49f095.json,1,1,45,44,91
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1510fce2-52f2-4f0e-9a43-204df2678a7d.json,1,1,25,24,51
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1534a21e-14f1-4058-a253-e2a2e3e90cf0.json,1,1,70,69,141
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\15e8ddc5-b248-4ce0-b8f1-1c58401c9f28.json,1,1,42,41,85
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\16108f6b-4a7b-41b8-a04f-719f7403f9c2.json,1,1,45,44,91
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1668b9b9-8313-4e2e-9d93-1fa2a08e52be.json,1,1,56,55,113
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\172e7ea3-df88-4cdc-9c07-097009950ce9.json,1,1,169,168,339
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\18208e86-dc20-494b-aad1-95b364f51373.json,1,1,57,56,115
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\18ac2bf0-cfdd-4a0b-bf36-62657d3663b7.json,1,1,82,81,165
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1b714707-822d-453e-88a2-1ff74d2f9279.json,1,1,68,67,137
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1b9cb378-4288-4b73-a451-c43c97710d57.json,1,1,49,48,99
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1c4002c3-eb5e-4598-8a91-01fa165cbbad.json,1,1,63,62,127
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1c6dc6a9-d3d6-4bab-9ca8-adbb7dba576b.json,1,1,66,65,133
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1e16330c-668d-4b05-8dab-f846ad606f25.json,1,1,60,59,121
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1e2504a3-d877-4982-9104-5d3b72ba791c.json,1,1,44,43,89
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1e6b2cb5-ffcd-44d8-b97c-42fc2ea6decc.json,1,1,74,73,149
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1e96645d-0ba4-4fa2-b23c-0ad1274de51c.json,1,1,53,52,107
minimax-2-5-high,experiments_for_task2\minimax-2-5-high\1e9fb859-0116-42bc-b902-bc9b535ed9b8.json,1,1,55,54,111
